col1,特征1,特征2,特征3,特征4,特征5,特征6,特征7,特征8,特征9,特征10,特征11,特征12,特征13,特征14,特征15,特征16,特征17,特征18,特征19,特征20,特征21,特征22,特征23,特征24,特征25,特征26,特征27,特征28,特征29,特征30,特征31,特征32,特征33,特征34,特征35,特征36,特征37,特征38,特征39,特征40,特征41,特征42,特征43
241,260.2077026,349.3130188,386.9519043,356.0700073,366.6072083,382.5899963,369.3684082,394.1256104,389.5284119,399.03125,400,406.8084412,239.5736084,391.2959595,391.0690918,389.6087341,394.132782,215.2960815,2.729104042,180.7940369,30.01917648,74.32357788,67768.0625,25.71407318,230.035614,25.3314743,0.040654518,100.4293442,2.808285713,317.2000122,138.9343109,174.1999969,0,33.03847504,200.5241241,47.27085495,211.2241211,195,199.5759583,0.926780164,19.72468376,55.57759094,44.78791046
240,258.4479065,347.9547729,387.9268799,356.6238098,366.3461609,378.7038269,369.1199951,390.8019104,388.7157288,397.1780701,400,403.8161621,249.130661,391.5380859,392.1242676,390.0785217,393.9057312,208.6710968,2.728038311,181.5587311,29.93202972,72.10929871,65250.21094,25.07798576,225.8209686,26.51982307,0.041874655,97.40671539,2.813231945,315.6000061,139.8334961,176.6000061,0,33.99617004,198.2732086,47.22071838,210.2071991,193.5,198.8999939,0.928408504,19.96533394,56.03196335,46.19589996
240,259.8562622,349.125,387.5,357.269989,366.7199707,378.8399963,370.241333,391.6080933,389.9043274,398.4124451,400,404.5500183,255.4976959,393.7443237,395.9156799,393.7137756,396.0792236,209.7797241,2.732920647,183.4351196,29.95983315,69.64306641,63481.90625,24.39208031,228.4570923,24.73543167,0.038707972,91.81686401,2.800174236,314,138.6050415,175.3000031,0,33.94144058,200.5,47.19881821,206.0397949,192.139801,198,0.929125011,19.94107437,56.82403183,46.73836136
245,260.3661194,352.34198,387.3838501,360.0803528,369.1703491,380.5248108,373.2299805,393.4944153,392.5200195,399.994812,400,405.3900146,272.3966064,395.8848267,397.6307373,395.3603516,397.8803711,214.7006073,2.733696222,184.6568756,29.92856407,68.93731689,62355.625,24.14534187,223.5913544,23.80261612,0.03844,94.80440521,2.76082325,316.2161255,139.3252258,178.2162018,0,29.40558243,200.5162048,47.25918961,209.6837769,195.1999969,200.6000061,0.926709473,18.94992638,54.07500458,37.90600967
245,260.152832,353.5250244,386.3999939,362.2200012,371.8200073,384.4616089,374.3699951,396.3358154,394.0200195,401.7416382,400,407.2742004,269.8443604,396.3900146,398.1000061,396.6183777,398.7783813,217.0096741,2.740400076,184.7569885,30.10595703,69.21263123,63951.67578,25.26665497,228.4055328,25.0258255,0.040116083,92.46509552,2.806140423,315.2999878,139.1605072,178.5000153,0,29.36679268,200.3000031,48.91963577,206.339035,193.680481,200,0.925899386,19.05980492,56.39597702,40.59955978
238,259.9484863,355.0350647,392.2000122,364.0680542,373.5299988,386.8619385,377.8500061,400.6080627,396.0661011,403.9561157,400,409.8599854,268.4482117,397.7401428,398.9579163,398.6099854,399.7858276,211.4902802,2.736279726,176.5524597,29.99254227,80.80313873,68061.8125,24.69265747,225.0338898,28.13075447,0.042720001,104.2350082,2.815470934,313.6799927,138.6220703,175.8999939,0,34.50502396,197.0200806,44.04486465,222.0601807,197.1200562,201.6199951,0.925999999,17.94966507,54.64100266,46.76947021
236,220,335.015686,336.6686707,355,328.4023132,337.3500061,334.5299988,351.1723022,340.5900269,351.9394226,400,367.0346375,193.9770508,363.8340759,373.4717407,373.302887,374.4446411,167.6302032,2.713965178,143.3426971,30.0361805,44.94668198,45053.19531,19.80406952,141.9673004,16.02969933,0.028272465,78.26768494,2.777510166,315.1373596,107.1771164,171.3312378,0,22.18439674,162.8062744,33.08375549,199.6687622,182.8312378,186.9313202,0.901125014,10.21074009,49.67718887,23.14256477
236,220,268.8839111,363.878479,355,343.3200073,348.1799927,341.7599792,342.1928711,339.7006836,341.5542603,400,331.5042725,52.03036499,328.257843,320.0142822,313.2042542,312.4199829,41.48036575,2.661357641,35.37234497,23.81781006,0,69.4261322,0.088000007,80.09500122,10.48901367,0.112748675,0.174698368,0,250.4000092,0,191.5,0,0,98.90000153,0.015678456,211.9783783,211.4000092,151.2784729,0.585375011,0,35.81040192,0
239,220,261.7999878,301.1914368,355,299.4899902,299.25,298.6199951,303.6548462,302.4548645,304.1726074,400,302.7677307,40.29999924,300.6900024,303.2700195,303.7148438,307.0499878,25.50860977,2.309634447,14.28235531,24.0361824,0,634.7675781,0.147399992,91.31108093,10.55475044,0.11120493,0,0,209.1999969,0,171.7915344,0,0,83.90000153,0,181.8915405,183.0999908,131.5085297,0.523124993,0,35.09838486,0
238,220,185.6500092,184.5114594,355,188.4368286,186.2631531,187.2505188,195.270752,185.9536591,189.9436646,400,200.2602539,8.206950188,186.5400085,186.5905151,186.9368286,188.2936707,17.40569496,2.376422882,13.68946075,0.035699997,0,782.2008057,0.143000007,86.20651245,10.61325073,0.101497672,0.472499967,0,158.3000031,0,102.4000015,0,0,77.09999847,0.017690999,135.9769135,146.0115509,97,0.544499993,0,35.41730881,0
239,220,114.6031418,109.5,355,121.2750702,116.7975311,113.1375351,117.7162323,116.2724609,120.4126129,400,125.5575409,6,119.8799973,121.3124619,119.9924622,121.072464,9.449999809,2.117025137,3.830998898,0.030600002,0,775.6511841,0.0792,83.93107605,10.62900066,0.100905113,0,0,112.1999969,0,73.5,0,0,74.69999695,0,113.9000092,108.9000015,77.90000153,0.515500009,0,35.25182343,0
238,220,85.27500153,80.30000305,355,84.57987976,82.98000336,81.56999969,83.56481171,83.87999725,85.95988464,400,88.56494141,5.574999809,85.41000366,87.47999573,86.97000122,88.11493683,8.724999428,2.169432878,9.220981598,0.027630143,0,900.8427124,0.088365756,2.66E-44,10.69687366,0.088780001,0.454991281,0,47.60000229,0,54.51662445,0,0,69.30000305,0,86.69999695,83.91662598,143.8000031,0.6801458,0,37.87749481,0
239,220,62.82159042,65.69999695,355,81.36000061,81.51000214,85.13999939,84.64273071,90.59999847,83.31000519,400,73.44000244,1.182197094,73.73590851,87.75,88.12727356,90.65999603,0,0.169254541,3.670886755,0.023684105,0,852.9092407,0.077,2.52E-44,10.79325008,0.071560003,0,0,45.40000153,0,44.29999924,0,0,59.59999847,0,70.5,63.62894058,109.0999985,0.582499981,0,35.31987,0
238,220,58.22499847,52.5,355,80.90493011,81.6000061,90.20999908,83.2273941,95.01506805,82.92507172,400,67.54753113,0,60.51000214,91.67492676,90.93000031,91.66014099,0,0,3.36E-44,0.022949999,0,983.072937,0.0814,2.52E-44,10.74825001,0.057448357,0.261607498,0,41.09999847,0,39.70000076,0,0,50.59999847,0,59.64170074,54.04170227,86.69999695,0.555302083,0,33.35499954,0
238,220,54.90000153,45.5579834,355,81.05516052,84.13742065,92.92742157,86.66516113,97.64515686,83.38258362,400,57.73257828,0,51.7974205,92.16000366,91.83483887,92.61484528,0,0.00636774,3.22E-44,0.018919341,0,857.0322266,0.0814,2.52E-44,10.78164387,0.046748437,0,0,36.40000153,0,34,0,0,43.90000153,0.011582,50.54208755,45.79999924,70.20000458,0.519625008,0,32.06999969,0
239,215,53.47499847,41,352,81.31575775,86.58000183,94.80150604,89.78999329,99.18000031,83.81999969,400,51.27000046,0,46.59000015,92.42999268,92.31000519,92.46150208,0,0.208810061,25.47000313,0.019060867,0,719.8671265,0.0902,2.52E-44,10.84392834,0.041620001,0,0,34.69999695,0,34.79999924,0,0,42,0,45.34764099,42.5,58.79999924,0.52274996,0,32.98928833,0
238,215,51.26298523,37.5,352,81.63116455,88.59000397,96,92.25,99.86999512,84.49441528,400,46.34999847,0,42.50999832,92.08673859,92.1000061,91.74116516,0,0.397896141,2.090282679,0.020399999,0,632.8839111,0.088000007,2.52E-44,10.8664217,0.037659999,0,0,34.29999924,0,32.79999924,0,0,39.5,0,41.20000076,39.55208969,50.5520134,0.506684899,0,31.95895576,0
238,215,49.85331345,37,352,82.04096222,90.09000397,96.56999969,94.16602325,100.072052,85.22602844,400,43.92000198,0,40.77000046,91.46999359,91.62000275,90.51000214,0,0.126399994,30.04808426,0.017849999,0,609.6149902,0.101199999,2.52E-44,10.95075035,0.036320001,0,0,35.59999847,0.131999999,35.34321976,0,0,39.34321976,0,39.89999771,39.34321976,46.39999771,0.526624978,0,34.01499939,0
236,215,47.97499847,35.5,352,82.43537903,91.21269226,96.77999878,95.49461365,99.92192078,85.8473053,400,41.31000137,0,38.25,90.56999969,90.74538422,89.22462463,0,0.057399999,2.453593254,0.017849999,0,769.8468018,0.105600007,2.52E-44,10.92150021,0.0341,0,0,34.79999924,0,33.09999847,0,0,36.70000076,0,37.35784912,36.89999771,42.69999695,0.510749996,0,32.24053955,0
237,215,45.95000076,36.10000229,352,82.73299408,91.98000336,96.68299866,96.56299591,99.5470047,86.49700165,400,40.20000076,0,38.31000137,89.62598419,89.83850098,87.73149872,0,0.327399999,29.98814201,0.018827286,0,710.4060059,0.094600007,2.52E-44,11.03625011,0.03356,0.177536622,0,34.79999924,0.167999998,35.09999847,0,0,36.79999924,0,37.20000076,37.40000153,40.5,0.524374962,0,34.55072784,0
237,215,41.62511063,34.59999847,352,83.07991791,92.42999268,96.33000183,97.05000305,98.94000244,87.07995605,400,38.77004242,0,36.27000046,88.38000488,88.65000153,86.28000641,0,0.245399997,2.183463573,0.017849999,0,630.0264282,0.103399999,2.52E-44,11.03849983,0.031966649,0,0,34,0,32.59999847,0,0,34.29999924,0,35.40000153,35.20000076,38.5,0.505499959,0,30.77666664,0
238,215,44.09225845,33.09999847,352,83.66999817,91.33141327,95.51999664,95.45999908,98.19000244,87.52140808,400,64.0178833,4.25,48.06717682,86.70000458,87.28858948,85.51141357,0.324999988,0.201461956,2.147796154,0.015300001,0,578.96521,0.0792,52.91870499,11.02344322,0.063660003,0,0,51.70000076,0,30.39999962,0,0,31.70000076,0,31.90000153,33.79999924,36.70000076,0.481875002,0,25.60808182,0
239,215,46.14123535,30.27842903,352,85.30947876,85.11000061,85.96298981,90.01298523,88.59000397,88.1700058,400,80.12351227,3.049999952,63.65999985,81.51000214,81.38999939,80.77298737,0.625,0.468800008,2.102193117,0.015300001,0,12841.9209,0.0704,55.79212952,11.07000065,0.097755715,0,0,55.20000076,0,28.80000114,0,0,30.80000114,0,29.69999886,31.60000229,33.5,0.45875001,0,27.28537369,0
237,215,102.5306015,213,352,183.267746,181.926712,174.9300079,171.1222382,166.0500031,161.5544891,400,143.6999969,27.69999886,141.7267151,132.1499939,131.0355225,121.564476,12.69999981,0.650600016,2.066462994,0.015490359,0,35.55210114,0.0726,62.72227859,11.13525009,0.100175656,0,0,205.5,0,30.59999847,0,0,30.59999847,0,31.60000229,33.40730286,33.29999924,0.456375003,0,27.41609573,0
238,215,156.625,193.5,352,190.0800018,190.3217163,186.8365631,186.1791382,184.6499939,186.3317108,400,181.3199921,33.52642822,179.6108551,178.8299866,177.0891571,177.6917114,18.37571335,0.805599988,2.066714287,0.020399999,0,297.4305115,0.0704,51.91058731,11.18687916,0.099538431,0,0,206.5999908,0,33.09729767,0,0,28.89999962,0,33.39729691,39.39999771,29.60000038,0.441249967,0,29.66959572,0
238,215,167.7458496,237.9965973,352,210.9570007,211.6480103,209.3699951,210.0860138,208.7979889,209.5800018,400,206.5480042,287.9130859,203.8200073,203.3700104,201.4199982,201.7480011,147.407486,2.703999996,89.76628876,0,0,29.00400162,0.072523549,53.59028625,11.33100033,0.103352897,0,0,226.3000031,0,39.40000153,0,0,32.40000153,0,46.39999771,47.60000229,32.30339813,0.485379338,0,31.68121719,0
237,215,285.6895752,420.9916077,352,337.7950134,349.042511,341.6075134,350.4274902,348.2399902,349.4800415,400,341.9550171,231.7937164,337.7174683,336.2250061,331.6474915,330.1799927,140.9250336,2.735266924,142.5056305,0.00935136,0,13846.0127,0.06398645,179.0988464,11.38275051,0.116776578,0.274779737,0,259.7915955,0,39.59999847,88,0,29.90000153,0,74.10847473,71.78305054,30.59999847,0.468874991,0,26.85127068,0
228.5,215,356.2435303,389.7738647,359.1274109,364.2196655,376.6096497,370.5144653,388.9396362,388.3722229,399.20224,400,400.5300293,308.7449341,396.95224,404.9648132,407.0648193,404.4196472,156.0922546,2.717069149,129.4543762,26.04683876,54.09048843,46926.42578,12.77841377,155.6347198,22.41158104,0.038331915,90.2098999,1.993290544,312.7261353,90.61791992,169.0999908,0,29.89394569,199.4912109,32.18125153,219.8263397,248.4648438,204.9825745,0.946576893,15.3144598,58.69604874,52.87947083
235,230.2332611,361.6529236,404.7999878,360.7305908,370.5970459,386.4070435,374.8993835,399.9599915,392.9205933,403.927063,400,409.6499939,302.2265015,403.2600098,406.5617981,405.4164734,402.4429626,190.8161774,2.730000019,147.2383423,25.97024918,82.11445618,67353.52344,24.02428818,200.6427002,25.22812843,0.041839998,111.9820786,2.601797581,311.3118591,109.9282532,165.2000122,0,29.97303391,198.2119141,47.03762817,224.911911,203.9000092,206.3000031,0.929345191,16.08133125,59.612854,36.22546768
235,249.6201019,350.3708191,371.9663391,356.3299561,366.0899963,381.7250366,372.3299866,398.9500427,389.5399475,399.7300415,400,407.0700073,311.5180664,399.2450562,402.644928,401.6550598,401.309845,210.304718,2.729402304,169.9250793,25.98113632,81.02903748,70640.29688,22.98930168,218.0677795,27.19222641,0.037763007,112.5207901,2.806073427,309.9326477,149.2077332,175.3169098,0,34.55986023,199.5830994,50.96360397,217.2507324,198.8999939,202.8000183,0.930728853,21.71155739,58.62661743,48.38697052
235,249.489502,348.558075,357.1000061,352.8950806,362.0298462,377.5301208,366.9000244,393.0452271,386.7203064,397.3901367,400,406.3952026,318.8731689,398.4299927,401.8001404,401.0704346,400.6107178,200.2049561,2.733794212,163.0273438,26.0265789,87.93520355,74688.64063,23.51386642,219.1317596,28.70638084,0.036580574,122.4000626,2.77767539,306.71698,150.6026764,175.9829254,0,36.2580452,195.6000061,51.17866516,228.3000031,199.1170807,202.5000153,0.929250002,22.04643631,57.77256012,49.02554321
240.5,245.4007416,349.4349976,356.7999878,359.4899902,364.9332275,374.2799988,369.2915955,386.0999756,384.9900208,392.893219,400,398.5584106,414.9906311,395.1300049,403.4783936,404.039978,403.0800171,230.4720154,2.709511757,192.0554199,25.89696503,49.60482788,58391.53516,18.84742928,209.7719421,18.27288055,0.03292821,88.68959045,2.786041498,312,151.0443268,186.6999969,27.45025635,27.96240234,203.5,45.00656128,227.5562744,201.6281281,207.3280334,0.932484329,22.08401489,56.58843994,36.95629501
233.5,236.3595428,352.875,365.1365051,365.5009155,374.6400146,391.5518799,379.862793,402.7200012,397.8600159,406.7618713,400,409.6390686,330.9638062,403.4400024,408.2890625,408.0709534,405.9984131,220.5408936,2.728237391,169.1560669,25.9989624,61.07212067,60140.88672,20.04081154,207.1495056,22.23390961,0.039179999,91.13346863,2.816263437,314.8365173,135.0999146,172.6634064,17.841856,19.61748505,188.5634003,31.75726128,227.2000122,192.5634003,197.3999939,0.903045774,17.42159271,57.20450974,24.73488426
227,240.1214447,351.1499939,362.9267883,364.8900146,374.6019287,391.289978,379.8300171,406.1947937,397.9857483,407.7218933,400,411.8699951,321.9745789,404.7928772,409.8000183,409.1699829,405.7961731,207.9884796,2.72693038,161.4286652,26.02898216,76.26737976,67651.25,21.01731682,211.0376282,25.58841896,0.042580001,115.7977676,2.782654762,305.2999878,133.8263702,166.0999908,2.65467,28.02666473,186.1733398,37.98583221,222.2733307,190.5,195,0.933716714,16.5875988,58.39449692,37.04835129
226,251.2884369,346.145874,353.7000122,359.9350586,369.3850403,385.35495,376.9249573,404.3449402,395.3475952,405.6000061,400,411.8350525,315.4233704,401.9400024,404.9376831,403.3499756,404.2822876,215.3338013,2.729670286,173.1754761,26.12724304,76.96743011,70800.86719,20.6048069,219.6407776,26.27408218,0.0467484,112.6775742,2.790588856,309.5,148.1084442,174.6000061,0,32.91500854,194.358078,45.10194778,240.4000092,196.8000031,202.2000122,0.930459559,21.95891953,58.44532776,44.06288528
231,197.9543457,331.7424927,367.872345,356.4013062,377.7774048,395.9190369,377.1306458,402.1835632,398.8241882,402.6167603,400,401.502594,324.4559021,397.1270752,399.9087219,396.3387146,392.3048401,241.6295776,2.733088493,51.45513535,26.05875397,121.4566269,63330.13281,21.96619034,81.32030487,37.5188179,0.014552968,78.721138,2.789942265,307.2000122,97.72851563,154.5136719,0,27.98542786,175.6431732,20.36233711,204.443161,183,188.3430939,0.855855227,0.390273422,57.15888596,37.57280731
222,217.3993378,342.75,368.9569092,358.6112976,368.4558105,383.3058167,375.8441772,401.8628845,395.2329102,405.3341675,400,409.7099915,296.901886,399.0812988,400.8731995,396.8912964,395.57547,202.835495,2.722918272,144.3233337,26.12178802,70.23963165,58967.86328,25.46337318,185.5823212,19.81084633,0.028294595,230.9324646,2.819357872,290.1999817,97.02319336,153.7316437,0,37.57373428,182.0431671,42.72827148,223.1611481,201.5431824,200.0999908,0.904960454,18.33107948,53.45079041,30.15129852
231,238.080658,343.5322571,377.7861633,362.2629089,372.8658142,389.5799866,376.2641907,402.3474121,395.2458191,405.5829163,400,410.4342041,292.2529602,399.2912903,400.5986938,396.9558105,395.584198,211.661026,2.728004217,155.786377,25.99349403,75.44178772,63349.53906,22.02027321,202.5468292,24.06056023,0.034136754,107.3050232,2.806397438,304.9569092,124.857666,161.1431732,0,33.79077911,187.3431702,43.27431488,220.7863312,190.9431763,195.2430878,0.920536876,20.35827255,61.13010788,46.30366516
236,261.3710938,343.9765625,365.6999817,359.6699829,368.8500061,385.8562927,373.5018616,398.0840759,393.5522461,403.8918457,400,410.6577759,310.5688171,397.7859192,401.5977783,398.4422302,398.4337158,223.4821014,2.73119998,178.4147949,25.98626518,80.76530457,68448.96875,23.25074387,231.1050262,26.12472534,0.040117718,106.0993729,2.80624938,308.6000061,151.2099609,174.2999878,0,35.34889221,194.7470703,43.97349548,240.0000153,195.1529236,201.3999939,0.927691162,21.91857529,58.17823029,46.61759567
234,257.6703186,345.6143799,366.2999878,360.0899963,370.0190735,391.5881958,369.6890869,394.5309143,388.9490662,398.999115,400,406.9054565,306.834137,395.3118286,398.6836243,395.9691162,397.2736206,222.6538086,2.734393835,170.1952362,26.01254082,84.40959167,72983.35156,24.80438232,226.6305084,25.46853447,0.040668946,230.9475098,2.817278385,306.8999939,154.5944061,174.8000031,0,32.03034592,196.5966339,47.89308929,242.5516815,197.8000031,203.3999939,0.923120797,22.0181179,58.85016632,42.838974
238,261.3713989,345.9250183,370.3521423,361.1699829,371.6400146,392.4899902,369.725647,395.0675049,388.917511,399.0325012,400,406.8899841,305.8207397,395.5787659,397.4580994,396.2268677,397.5,233.0400848,2.732295752,179.3510132,26.00187874,83.26475525,70720.11719,24.84401131,232.9073639,25.73939705,0.041420002,136.3179779,2.799464703,309.7042847,150.1134186,175.1999969,0,31.76558495,198.3999939,48.10484314,243.5955353,197.2522278,203.0999908,0.925809741,21.96364403,58.73194122,43.05468369
237,259.6869507,345.4365234,366.5,360.4613647,370.1975708,389.0375977,372.30896,396.5424194,387.2975769,396.9624023,400,403.8599854,304.3931274,393.4686279,396.0048218,394.6499939,398.1575623,233.6951294,2.724216223,175.042511,28.05222511,80.1080246,68403.92969,24.42819023,228.7171326,24.83998489,0.040821705,106.822052,2.798224688,310.2540894,150.8969574,175.3541718,0,31.98359489,196.445816,46.98710632,243.0458221,197.7541809,203.3000031,0.923432231,22.19751167,57.25458145,40.64509964
237,265.7855225,343.0018921,362.2999878,357.727356,366.8450928,384.5100098,370.6398315,396.3299866,386.6971741,396.4200134,400,403.807373,304.1365662,392.4175415,394.5022888,393.372467,396.9821167,236.2777863,2.727766037,185.6793518,27.96234512,76.96485901,69720.63281,23.57886696,237.0328369,24.72882843,0.041916516,107.6033325,2.809621334,310.2585449,147.6230316,174.6999969,0,33.05393219,195.7827301,44.24390411,243.8827362,198.8413696,203.3000031,0.930155098,22.23171043,57.13568497,42.81179047
238,263.8022156,343.8250122,361.3999939,357.5143433,366.9000244,385.2229004,371.362915,397.8529053,386.774231,396.1729126,400,403.9543457,294.7496643,393.4314575,394.2512817,393.8542175,395.9301147,234.6595306,2.729371071,180.7809601,27.99755859,79.67656708,70352.75781,24.30793953,232.3751678,24.65190887,0.039127585,110.4301987,2.793597937,310.5238342,150.6603546,176.6999969,0,33.28920364,195.8000031,47.00640106,242.2619934,199.8619995,204.3000031,0.920577526,22.20376205,57.15359879,44.3390274
233,266.4602966,343.8564453,362.5,357.6599731,366.7799988,385.1288452,370.425415,396.8177185,386.3931274,395.9177246,400,403.6534424,289.3442993,393.7834473,394.6020203,394.0200195,396.4354248,231.6349945,2.724994421,188.5693665,28.0255928,76.6076889,69479.3125,25.24433708,231.0718231,23.84351921,0.038787384,109.4373245,2.821468592,310.7258606,149.5666809,175.7630157,0,32.63570404,196.4520416,46.97814941,242.7739868,198.0999908,203.3000031,0.926532567,21.73589897,58.08369827,43.02901459
240,267.5789795,343.5750122,362.7000122,357.210022,367.3499756,386.0901184,370.4100037,397.710022,386.6400146,396.5099792,400,404.0099792,271.3269043,393.8702087,394.8302002,394.9401245,397.0894775,221.0927582,2.73033309,188.9255524,28.05161095,73.79273987,69288.625,24.58080864,238.169693,23.00170326,0.041420002,110.7190094,2.783279896,312.5334778,149.4117432,176.3999939,0,33.51144409,194.5667877,48.05331421,244.3667908,197.3000031,205.5,0.920958281,23.05068588,55.92834473,43.70930862
243.5,268.2824402,344.4500122,359.7999878,357.210022,367.5299988,384.7106018,370.5805969,397.7194214,389.1000061,398.801178,400,406.6311646,285.5304565,394.9200134,397.4229431,396.4423523,398.1617432,223.8720398,2.732262611,187.6203613,28.06290054,74.96157074,71161.61719,24.52454948,236.7877502,24.08358574,0.040344905,108.3961792,2.786762714,314.1000061,149.4499054,174.5,0,31.9962101,195.6687927,46.20191193,243.3312073,196,203.9000092,0.921000004,23.10272598,57.20560455,42.11377335
241,269.9427795,343.6500244,358.7000122,356.9678345,366.9000244,382.3178406,371.1482849,397.769989,390.1800232,399.8978271,400,406.8621521,294.1097717,394.6082764,397.2321777,397.1904297,398.6882629,222.9604797,2.729692698,192.7580109,27.96895599,71.3368454,72237.41406,24.12508583,239.0484009,23.60204315,0.039798643,102.6123428,2.787445545,313.6464539,150.5759888,175.6000061,0,32.47815323,198.546524,41.97858429,244.6000061,195,203.546463,0.919750035,25.1455822,55.49895477,43.4056282
236,266.3560486,344.1999817,359.7999878,358.0639648,367.6778564,382.2139282,372.6921387,397.9778748,390.8903198,400.5599976,400,407.0281982,292.5533447,395.3496704,398.1824646,397.7957458,399.1542664,215.4991913,2.730470896,184.2682037,28.00018501,77.71630096,72355.47656,24.31059647,234.7689056,26.25437546,0.042962655,104.6480865,2.766834974,312.0465393,148.6633301,175.1999969,3.806504488,34.98972702,193.5534058,42.90945816,242.4466095,194.7999878,202,0.926799774,25.42077637,55.68397903,48.46921158
242,269.4121704,344.0601196,363.5,358.4559631,368.1918945,383.4299927,371.9737854,398.1018982,390.8202515,400.4840393,400,407.6400146,285.8708191,394.3724365,396.9243469,396.8419189,398.3138123,218.7686768,2.732438087,188.9911652,28.07568932,74.66187286,71076.75781,24.41004753,239.4012299,25.19386292,0.041730586,103.5010223,2.788722992,312.7000122,148.5750885,176.3999939,0,35.72444916,195.7060089,42.46595383,244.1000061,195.1999969,203.9000092,0.922265053,25.34631729,55.58999634,48.16967392
235,259.9075012,343.8110352,361.947998,357.4344177,367.2900085,383.234436,371.5655823,397.5744324,391.0788574,400.7400208,400,408.2711487,294.1822205,395.4732971,397.0667114,396.7811584,398.6411438,213.6841431,2.732199907,174.8486481,28.05889893,81.93075562,72092.80469,24.67878151,227.4833832,27.26646805,0.040460858,106.3044205,2.813802958,308.2480164,149.0919342,174.5,0,39.00047684,197.147934,44.01064301,242.4000092,193.6000061,201.8519897,0.927809894,26.65758324,55.62864304,51.41288376
236.5,260.3629456,343.8999939,363.3430786,357.4111633,367.5899963,385.6199951,369.4158936,394.7399902,388.3158875,398.3058777,400,406.1400146,289.5314941,392.6870728,392.9482117,394.4958801,397.178833,219.5652313,2.727945328,176.2902679,27.99580383,80.28314972,70275.28906,24.52205086,227.0818787,26.21195602,0.043817259,102.857193,2.795414448,308.0999756,148.7106018,174.6999969,0,39.03676605,194.8999939,41.01509857,240.542984,193.2570038,200.2000122,0.916911185,24.42624092,56.62855148,50.39510727
222.5,255.7459564,343.7904663,364.0761414,357.4156494,368.088562,386.6099854,369.8656921,396.4499817,387.5214539,397.8414307,400,406.3570862,282.5073547,391.9113159,392.1473389,392.6214294,397.3800049,218.1427765,2.728857756,170.4777222,28.02379227,80.98522949,71789.10156,24.87455368,222.7403259,27.13126945,0.041244835,104.4920349,2.809715748,308.3380737,150.9528503,175.6000061,0,37.39834213,194.9240112,43.05230713,241.5,193.3000031,201.6999969,0.916327477,24.13144112,56.93120193,50.40485764
237,259.0109863,343.7749939,366.2330627,357.9398804,368.1201172,385.0799866,371.8898621,397.5,388.3699341,398.269928,400,406.1001282,278.5001526,394.1099854,394.1498718,393.1898804,398.2097473,221.0420837,2.727533102,175.6557312,27.98697472,78.75387573,72358.02344,24.49529266,225.793045,25.73330116,0.040866662,101.9266129,2.801549435,310.4665527,150.224472,176.5,0,38.01807785,195.6666107,42.57995987,241.4666138,193.1000061,202.0334625,0.908958435,22.9239502,56.06834412,48.95590591
239,259.2838745,343.8250122,365.6999817,357.6300049,367.5107117,383.5906982,372.6396484,400.3499756,390.0299988,399.3900146,400,406.8299866,280.3053284,395.2018127,395.7225342,394.1292725,397.7614441,223.0482025,2.735935688,178.2172852,27.93542099,76.28079987,71703.21875,24.17722321,229.1304321,24.71450424,0.03848638,102.8864059,2.805686474,311.5,149.2561188,177.1319885,0,35.58182144,195.8000031,42.46377945,242,191.9319916,202.3999939,0.914664984,24.44848824,57.07840347,46.38025284
238,259.16922,346.9399109,364.7279663,357.6599731,367.6931458,383.3699951,373.1352844,400.465271,390.6852417,400.1315613,400,407.5331421,286.5972595,396.4078674,397.0126343,396.0084534,398.2331543,223.8455963,2.725869894,179.5657654,27.99202538,75.83300018,70578.01563,24.01300049,229.2438812,24.77887154,0.037842274,100.4719543,2.800054073,312.4000244,149.4461823,175.8279266,0,36.03370667,196.2279205,42.52230453,241.0441589,192.7000122,200.7999878,0.927229702,24.10176659,57.5355835,47.01531982
235,259.1613464,349.068634,373.6000061,361.5300293,371.1874695,386.5474548,377.0725098,403.625061,394.8773193,403.9850769,400,410.6725159,292.6373291,398.4223633,399.7799988,398.124939,400.7023926,225.3105774,2.727552414,177.313324,27.97418785,76.51824188,74385.14063,25.20678711,228.4449005,25.20522308,0.040663294,101.2375183,2.776594162,313.1000061,149.7579803,176.9999847,0,33.91492081,197.208313,42.46211624,242.0166168,189.5,201.9083862,0.941239655,25.97964478,57.00666428,44.62818146
234,258.6830139,349.99823,372.1999817,361.3800049,371.3099976,387.7200012,377.012146,403.7410889,395.6689148,405.3900146,400,411.3599854,294.6244812,398.1899719,399.9653015,398.2542419,400.9168091,219.6937866,2.726378679,175.4856567,27.94272041,80.1295166,71462.8125,24.57755852,228.2393036,25.68767548,0.04218331,102.7599411,2.816610575,310.503479,150.4198151,176.9999847,0,36.13834763,195.1999969,44.11306,239.7000122,190.6000061,201.6999969,0.948150396,24.6747818,56.48085022,47.11554718
236,258.2888489,350.1005859,377.3000183,362.3999939,372.6014404,389.1000061,379.2299805,406.1064453,396.8114319,406.6499939,400,412.980011,289.2632446,397.3256531,398.9827881,398.7649841,400.2893066,220.7392273,2.734176397,173.2948456,28.007967,80.78039551,72596.1875,24.45462418,227.6797333,26.00425339,0.040698718,105.1623535,2.769083738,309.6954346,148.7436523,176.9977722,0,36.26957703,194.9022064,44.00745392,240.4022217,189.6999969,202.6000061,0.921261072,25.27012634,57.67566299,48.49366379
