col1,特征1,特征2,特征3,特征4,特征5,特征6,特征7,特征8,特征9,特征10,特征11,特征12,特征13,特征14,特征15,特征16,特征17,特征18,特征19,特征20,特征21,特征22,特征23,特征24,特征25,特征26,特征27,特征28,特征29,特征30,特征31,特征32,特征33,特征34,特征35,特征36,特征37,特征38,特征39,特征40,特征41,特征42,特征43
243,268.9506,365.1985,438.2,357.7818,362.7888,397.8588,379.8264,393.813,388.68,397.65,404.4,404.2794,40.364,391.9494,394.7994,393.72,394.5624,230.947,2.758008,173.5602,26.98971,88.92611,72057.84,31.96963,238.4642,23.96418,0.03854119,105.7796,2.503293,323.7,164.2526,176.3,0,33.28019,195.2,45.58652,236.4,201,202,1.00963,31.99616,60.58119,50.62132
237,270.4035,365.925,437.9,357.93,363.06,397.5,379.77,395.1,389.16,398.37,405.51,405.3,40.45,391.92,394.44,393.39,394.5,230.4,2.7606,166.1625,26.99685,94.5035,74244,32.945,239.832,23.34375,0.04206,110.4915,2.51875,323.4,164.448,176.4,0,31.7088,196,53.085,235.8,201.3,201.5,0.993625,33.308,60.75,47.9668
235,269.4474,365.7,438.602,358.05,363.0894,397.44,380.4012,395.1,388.8942,398.3988,405.5082,404.9412,39.5115,391.7988,394.5624,393.5088,394.4748,229.3295,2.760212,159.5748,27.04449,93.24484,73490.16,33.17024,239.7615,23.11231,0.042062,112.3206,2.474265,323.8,165.1599,176.602,0,31.69184,194.006,51.63,235.504,201.002,201.6,0.99475,33.28296,60.965,48.25666
240,269.3549,365.725,440,358.1832,362.79,396.5888,380.3664,395.6888,389.3964,398.9212,404.55,405.36,40.51,392.6288,395.2444,393.5812,394.8132,228.88,2.759813,163.9497,27.01395,90.68851,73637.76,33.39785,239.4807,24.62458,0.04268371,109.8128,2.480641,323.8,164.1326,176.9,0,32.44334,193.7815,52.55782,235.8185,200.7,201.7,0.9915,33.10344,60.33593,48.55392
236,259.1945,364.4542,446.3667,358.43,364.31,399.27,380.12,395.225,388.595,398.59,404.92,405.3,33.69583,391.225,392.87,392.25,394.135,225.4292,2.757133,167.05,27.0266,94.22508,74862,30.86123,238.6541,24.68137,0.04218667,109.5658,2.519542,322.7834,163.6,166.1,0,32.4192,193.8,53.05416,231.4,197.1,197.7833,0.9985834,33.262,60.87,49.92719
234,258.4961,362.525,449.2153,357.1408,362.3192,399.2954,380.6424,396.8562,386.0676,397.0246,404.25,404.13,32.42133,390.3554,390.893,391.1724,392.3192,223.9985,2.759477,162.5499,27.04685,90.18906,72159.2,31.81367,230.275,23.7072,0.04185387,105.3542,2.506535,320.6847,170.1951,169.5153,0.57168,32.44538,196.3153,53.1012,228.6153,191.3,193.4,0.9962308,31.89267,59.63117,48.08044
236,220.8958,358.675,417.6,357.078,361.842,392.88,378.128,392.084,385.32,395.356,402.982,400.05,38.865,386.568,388.35,386.61,389.93,180.6533,2.756027,126.2658,27.15002,91.43117,68383.2,26.55811,193.147,24.46095,0.03230534,95.5969,2.509417,311.5867,160.2056,170.4867,18.47413,34.34923,190.5,43.017,220.4733,192,192.4,0.991875,31.01227,59.374,50.94481
239,246.2729,361.4,424.9,356.07,361.17,394.32,377.4312,392.142,384.9972,395.49,403.14,401.91,35.61,387.2928,387.5892,387.7872,390.1356,213.615,2.755296,145.6635,24.11821,82.10487,65490,29.15818,218.7729,22.16565,0.03512,99.7059,2.47552,322.8,157.6162,175.9,0,31.30854,193.488,44.9534,227.888,195.4,197.1,0.973405,32.14448,60.262,46.46726
242,258.5277,362.525,431.9,355.9564,361.2836,394.5064,377.536,392.0068,384.8292,393.8336,401.4204,400.6404,37.54333,388.8696,387.8324,388.8792,391.3832,221.454,2.7548,154.9935,23.99802,83.49258,67699.92,31.5619,230.5703,21.8232,0.0400272,100.6498,2.476433,322.9,157.1925,176.8107,0,30.12932,199.8,50.98267,233.7,199.5,200.4107,0.974625,32.25349,59.93946,45.15815
236,267.8844,364.125,439.6,357.2984,362.2516,396.9608,379.0412,393.8708,385.692,395.67,402.6616,403.1116,35.14067,390.1776,390.8416,389.19,392.3448,229.7717,2.758795,164.7807,24.00009,94.10553,72028.8,32.99774,238.6655,24.09984,0.04232,112.7098,2.51464,322.8,154.4301,177.3027,0,31.81589,193.8,50.9732,237.1027,205.1,205.1,0.9932433,32.85963,61.53893,48.95066
238,268.9024,363.4,438.9,357.21,362.19,395.5776,378.8639,394.98,386.3228,395.31,402.9,402.66,40.91633,390.4163,390.8871,389.6651,392.5262,233.3418,2.756792,171.1423,24.15318,90.51927,72250.16,32.66717,237.9211,22.93563,0.04194,109.4479,2.471209,323.5,156.5794,178,0,32.63484,195.5959,50.97367,237.8,204.7959,204.8,0.9930051,32.99641,61.4804,49.89737
232,269.1997,364.3,437.712,356.9418,361.6872,396.69,378.9084,394.56,385.8912,395.4336,402.78,403.4664,35.318,391.089,391.0236,389.8908,392.1108,231.2515,2.757388,167.71,24.04895,92.54869,73640.28,32.24681,236.8219,23.88006,0.042286,110.7836,2.49129,323.3,154.9934,178.6,0,35.02522,193.994,45.064,236,205.994,204.994,0.9913825,32.71872,60.9406,52.15853
235,269.8716,364.198,433.7,355.8552,360.21,395.19,379.2444,396.7476,386.6652,396.6372,404.3976,404.4252,40.323,391.272,391.0104,389.802,392.2152,228.431,2.759184,167.475,24.04416,97.22102,74021.76,33.67399,239.4546,24.61509,0.0453152,113.5289,2.49951,322.6,152.9131,176.692,0,36.08192,192.908,45.1124,236.292,206.192,204.5,1.00174,33.97632,61.1888,53.34571
232,270.161,363.493,436.8093,355.8056,360.3712,394.8544,379.0124,397.0284,386.7892,396.9412,404.4816,404.4328,40.99,390.6684,390.3064,390.0488,391.9248,235.1737,2.762488,170.1468,24.08506,92.91698,74719.04,34.27609,241.5005,22.93521,0.04192187,107.9646,2.50931,321.1,156.5694,176.5,0.1573867,36.85943,194.8907,44.88433,235.8907,206.2093,205.6,1.001047,33.94795,60.77626,53.54171
233,269.7288,364.5,432.8,355.0432,360,397.5198,376.8198,393.1568,385.2158,395.3032,402.96,403.62,27.48383,390.0266,390.3164,389.43,391.4632,238.1913,2.762887,163.7393,23.99455,97.61292,76739.6,34.86877,240.2223,23.4984,0.0411625,109.4156,2.479786,320.9,158.3904,175.9,0,36.85942,193.1113,44.9505,233.8113,206.4,205.8,1.00072,33.13068,60.13156,53.38781
230,284.9402,364.8,427.7,352.32,356.9341,394.2804,375.8244,393.8448,384.5867,394.7304,402.45,403.26,40.58945,390.09,390.2196,389.3844,391.6302,253.8503,2.762231,168.5669,23.96296,100.3264,79289.11,34.32384,258.4474,23.217,0.04468291,120.9706,2.473873,322.7,159.5676,177.9,0.1013671,36.26404,192.5829,45.93965,234.1,209.7171,207.9171,1.001375,35.05159,60.80756,52.69268
230,284.2332,363.525,426.5,352.53,357.1844,391.9624,376.132,393.39,384.5408,394.2476,402.0856,402.0512,48.19233,389.97,389.9628,389.3868,391.3924,255.369,2.760312,181.4207,24.00713,94.60577,75690.08,32.09873,255.8029,22.49037,0.0422512,114.6102,2.518457,322.3147,160.2421,178.2,0,36.24986,195.5147,45.965,236.3853,210.7853,209.8853,0.9887133,34.98949,59.74753,51.41298
238,283.7591,363.888,432.5,354.0204,358.47,393.8796,375.6708,391.4796,384.7116,393.69,401.2896,401.76,40.504,389.5944,388.818,388.3644,391.614,252.46,2.757168,189.082,23.98622,87.75026,76100.88,32.51802,254.9681,21.01302,0.03982,110.6419,2.46575,324.084,161.6275,180.432,0,34.84787,195.432,46.613,238.216,209,208.6,1.002875,34.93616,59.915,50.03051
237,290.5807,364.034,441.564,355.2792,359.52,395.0592,378.5232,395.4162,385.0542,393.8292,400.1346,400.95,46.4835,390.3192,388.9578,389.1522,392.5122,258.826,2.7604,186.6745,24.151,93.81372,74739.6,32.77952,264.0793,22.3551,0.04145641,115.0193,2.476505,324.2,160.3222,181.318,0,33.58144,195.336,46.6158,236.782,211.6,210.2,1.001692,34.98176,60.9227,50.09748
227,290.2433,363.95,441.2411,354.498,358.734,392.802,378.576,396.402,386.232,395.88,402.672,403.554,50.54,390.996,391.008,390.06,392.304,253.23,2.75952,191.8525,24.04803,93.6715,77403.6,34.30681,258.0141,22.49274,0.04315232,116.7378,2.483657,323.9,160.8338,180.8795,0,35.19826,193.7795,46.53768,235.6205,210.3,208.7,0.997125,34.936,60.54589,50.69875
234,291.0516,364.825,436.4213,354.2808,358.59,394.1808,378.4884,396.36,386.7324,396.1028,403.1464,403.62,47.92633,391.0008,391.2752,390.2572,393.0856,256.8863,2.761285,186.3653,24.1487,94.57907,78070.48,33.27955,258.8303,22.68498,0.04266854,116.8255,2.478443,323.4,157.7368,178.7,0,35.21668,193.1,50.65393,235.4213,210.2,208.8,0.999205,34.95035,61.2418,51.5112
235,289.5707,364.05,438.6,354.573,358.53,393.222,376.704,393.558,386.253,395.298,402.36,402.87,46.665,389.613,388.242,389.472,391.932,256.91,2.75798,183.8737,24.05338,86.9648,77637.6,32.34,260.3863,20.51752,0.040754,111.7484,2.50845,324.3,164.2548,179.43,0,33.96032,195.9,46.5295,237.54,207.7,207.1,0.9942501,35.5488,59.855,48.40747
235,291.1737,363.9157,435.8,353.9718,358.2412,392.76,376.6012,393.0488,385.8676,395.0888,402.2006,402.51,48.2,389.3418,388.65,389.3906,391.92,255.132,2.760125,181.8792,23.98709,88.58772,76286.24,32.15944,261.8534,21.34392,0.04011493,111.8854,2.521202,323.5313,164.0922,180.4,0,33.35814,195,46.50747,236.1313,208.1,207.9,0.9997108,35.44907,59.9,48.30061
239,290.1476,363.4,440,354.96,359.06,391.69,377.41,393.83,386.76,395.68,402.69,402.27,52.09167,389.93,389.72,389.92,392.01,254.9,2.759733,178.6625,24.0142,87.40117,77066,32.3136,259.4502,20.75475,0.03777333,110.572,2.513417,324.1,161.652,179.1,0,35.76107,193.9333,45.52166,236.6333,209.9,209.3333,1.001333,35.44933,71.905,45.47917
238,289.6139,363.15,443.7,355.68,359.61,392.37,378.2682,394.4488,385.4612,395.0188,401.6594,401.6312,50.85117,390.33,389.6772,389.76,392.0328,253.2708,2.757341,193.7653,24.02474,84.81789,73447.72,32.26038,262.6959,20.8008,0.03572707,108.6915,2.482488,324.2646,161.2559,180.2,0,35.71731,196,45.1723,237.8,209.4,208.8,1.005831,35.53432,76.26857,42.33725
237,290.1849,364.45,441.1,355.32,359.242,392.812,378.207,394.02,385.63,395.01,401.452,401.727,49.12083,390.273,392.073,389.76,392.637,253.5392,2.761907,189.5488,23.99678,87.94434,73733.2,31.75891,262.7861,21.29348,0.033558,110.7652,2.517817,324.2633,160.528,180.4633,0,35.66133,194.3267,44.04717,235.6,210.2,208.9,1,35.30013,75.29783,42.87893
236,290.4211,364.279,440.8,355.9984,359.7,392.67,378.7888,394.5116,386.94,396.24,401.8964,402,53.59433,389.938,393.5788,390.9252,392.6856,254.01,2.761432,193.3565,24.18308,86.80377,73262,30.42397,259.5404,21.53442,0.02846773,107.3486,2.500827,324.1613,159.9032,180.1,0,36.08828,195.7387,44.10453,237.1387,209.8,209.3,0.99075,34.03552,73.1034,43.50835
235,290.0455,365.615,442.44,355.8,359.97,394.584,377.826,393.696,386.916,395.898,402.252,402.252,43.265,390.87,394.392,391.374,393.6,247.585,2.7608,186.975,24.02508,85.2735,73112.4,31.95456,261.7089,21.21705,0.033348,103.5573,2.48535,323.4,164.6376,180.2,0,36.00128,195.9,42.463,236.4,207,207.06,1.00035,33.9976,74.085,43.73178
236,291.0919,366.5,442.042,356.1672,360.36,395.64,377.6586,392.3574,387.0552,395.64,402.06,401.88,43.53367,391.95,394.3248,392.7348,395.7156,247.742,2.759634,193.5077,24.16995,85.64469,73481.52,32.465,261.1268,21.23892,0.0335484,104.4158,2.516655,324,164.413,179.642,0,36.48666,195.958,42.1519,234.9,208.3,207.7,0.9946975,34.02008,74.9898,43.5456
236,289.712,366.6283,439.5433,356.134,360.09,394.766,378.03,393.84,387.27,395.91,402.63,402.694,46.185,392.409,394.466,393.338,393.99,246.745,2.759207,176.9412,24.05951,88.88165,75995.8,31.19431,258.8728,22.04572,0.036026,106.793,2.4952,324,165.0268,180.1567,0,36.05269,196.7,43.55867,235.1,207.4,207.3,0.9883208,34.014,76.7815,42.59021
237,289.9122,366.375,439.2,355.9828,360.0572,394.5,377.856,393.9492,387.134,395.7328,402.66,402.51,48.47733,392.3892,394.5952,393.5456,394.8548,250.1473,2.76089,186.829,24.10223,87.412,74775.76,31.67765,259.3483,22.29039,0.03686907,106.8663,2.514593,323.2547,162.4418,180.4,0,36.01318,195,44.0512,235.7547,209.6,208.5,0.9948183,34.01893,77.21187,42.44339
236,289.2516,365.375,435.2,354.87,358.59,393.66,377.52,394.41,386.99,395.91,403.08,403.47,49.88929,391.8171,393.9586,392.4286,392.8643,254.3536,2.757448,193.3101,23.98821,84.22669,74922.86,31.91425,260.8239,21.12986,0.03244095,103.3765,2.496643,323.8,165.012,180.2476,0,37.02796,196.8476,42.72453,235.5,207.5,206.9476,0.9866786,34.04609,74.60786,44.41409
238,288.1321,367.225,430.6,355.0962,358.9192,394.4108,377.8256,394.53,387.257,396.3616,403.5146,403.26,47.87817,392.8054,393.1306,392.46,394.9532,253.1047,2.7624,179.677,23.93263,88.26424,77930.08,32.29095,260.7479,21.67751,0.03448,102.8465,2.511933,322.9,165.3184,180.4,0,36.98251,199.8,41.66067,236.346,207.2,206.6,0.9953783,33.98171,75.62283,43.31015
236,289.0403,365.6,441.95,355.74,359.76,396.465,378.225,394.845,386.925,396.885,404.73,404.64,42.8875,391.365,390.585,389.94,394.095,256.2125,2.7642,178.1938,24.06817,90.54175,76824,31.5975,260.241,22.24237,0.03618,106.092,2.494625,323.65,163.296,180.2,0,38.3392,196,41.56,235.6,208.4,207.35,0.9933125,33.998,76.2075,45.5248
235,289.1667,365.188,445,356.8668,360.72,395.8932,379.4124,395.8812,387.258,396.75,404.25,404.28,46.627,391.6368,392.2824,391.2936,394.128,256.068,2.759712,186.6255,23.9802,90.00887,77340.48,31.09542,257.4991,22.22676,0.0334384,102.1398,2.47266,323.6,162.0523,180.752,0,38.3639,197.2,39.9858,235.4,208.7,208.3,0.989875,33.9232,76.9432,44.18333
237,271.2567,363.65,437.6,357.228,362.072,392.822,380.442,395.85,389.332,398.432,404.79,403.952,53.89333,390.51,391.632,390.534,393.86,239.835,2.75932,160.3625,23.99669,87.44233,71224,28.41696,240.5562,24.3471,0.03410667,97.8215,2.490567,321.6,161.5584,180.8,0,38.41685,193.6,37.869,235.1467,205.6,205.9,0.9870917,34.0072,75.74667,45.56895
235,280.2932,364.0112,440.9554,356.07,360.7532,394.9436,379.4988,396.48,387.8598,397.7598,404.6668,404.5398,45.30833,391.5836,391.3238,389.9534,393.4806,244.4602,2.758668,172.2966,24.02947,87.08024,73193.36,30.03525,249.2542,22.81664,0.03497534,98.55174,2.494535,322.7447,163.8299,180.5447,0,38.0484,193.8,36.6533,234.1893,206.2,206.2447,0.9884309,33.98629,74.82307,46.50587
234,280.9089,362.8407,441.1627,355.142,359.73,393.81,379.2656,396.18,387.4184,397.4756,404.7956,404.2388,47.88766,391.228,390.512,388.6688,392.8276,247.1767,2.757963,179.6025,24.08342,86.13289,71313.36,30.02865,251.8655,22.17717,0.03361253,97.7529,2.483343,322.2,166.1974,179.2813,0,37.05344,194.2187,36.94534,233.856,206,205.7,1.003625,33.99595,75.24847,44.00928
235,279.5533,362.1,445.8827,357.9156,362.1196,389.9804,379.076,394.74,387.7748,396.7004,403.7348,401.8956,56.164,391.076,390.2648,388.7256,393.0104,233.0707,2.752434,167.7737,24.03837,85.27879,67029.12,29.1659,248.7884,22.59312,0.03624,99.085,2.52084,322.0653,160.324,179,0.1602667,37.04213,193.9,35.9126,236.4347,206.9827,206.6,0.9994567,33.98838,76.2032,45.02974
233,270.4634,361.75,438.5153,355.68,360.3,394.3292,378.321,393.8792,385.389,395.0054,402.7616,401.67,42.065,389.9908,391.11,388.3108,391.1354,238.4133,2.759216,174.8961,24.05966,85.34422,69797.4,29.21647,238.8065,22.20742,0.03284306,93.79684,2.51598,321.5307,164.8179,178.9153,0,39.05082,194.9,35.75563,233.2613,202.9847,205.9,0.9999808,33.98981,75.61117,47.11585
232,270.2668,362.175,444.1,357.3216,361.92,396.72,379.8048,396.0132,387.1428,396.81,404.49,403.08,40.082,390.1152,390.2094,388.9584,390.96,239.493,2.7592,170.785,24.12545,86.16608,71280.72,29.75089,243.2531,22.33125,0.03244,94.29,2.511483,322.3133,164.7528,178.7,0,38.08683,192.9,33.01467,233.3867,201.8,205.1,0.9961084,34.05467,75.87033,45.6284
234,269.9623,362.6,447.488,357.0852,362.2572,399.27,378.6828,394.6464,386.7888,396.6036,404.6472,404.0736,33.723,390.5508,390.4968,389.01,390.9144,239.601,2.758152,175.3675,23.84658,89.15322,70590.72,32.05567,241.5794,22.53429,0.0343176,96.3732,2.52309,323,162.9662,178.4,0,37.19731,192.1,33.1316,231.276,203,205.2,1.00372,34.05264,76.098,45.65297
230,269.4284,362.05,443.6,355.806,360.87,397.986,376.221,391.2,385.422,395.613,403.113,402.63,26.66,389.931,390.75,389.34,390.942,240.5725,2.75672,161.745,24.0131,88.97135,71218.8,32.00648,240.4536,21.86888,0.033718,96.7323,2.487925,322.5,162.4776,179,0,37.52992,193.51,34.03,232.61,203.61,206.2,0.9943001,34.0372,77.437,43.81873
231,269.4832,361.875,439.2,354.36,359.58,397.41,375.9756,391.83,384.0546,395.43,402.24,402.24,29.36267,389.6622,390.5504,388.8208,390.827,240.7022,2.757087,161.5762,24.03018,89.91957,73554.52,30.37298,240.9116,22.30902,0.03489387,98.40586,2.514915,321.7087,162.1672,178.3,0,37.44503,193.1913,34.12093,231.9,204.3,206.6,0.9959784,34.05864,77.47673,45.35645
228,270.5726,361.55,438.2067,354.45,359.34,396.514,375.434,390.9,384.794,395.55,402.778,402.24,30.03667,389.378,390.1,388.664,390.114,240.435,2.752267,169.2283,24.04293,90.10993,74241.2,30.11536,243.4067,22.18125,0.035364,98.7588,2.51865,322,160.8696,178.8933,0,37.90976,191.6067,33.02833,231.4933,203.6,206.1,1.000967,33.96747,77.06833,45.33191
233,269.6879,360.75,439.4687,353.5388,358.4288,395.94,373.3012,388.5224,384.1352,395.1918,402.4012,402.8682,25.08483,389.2782,389.503,387.75,389.1264,239.8948,2.754463,168.3455,23.9947,88.85664,73314.68,30.14321,241.0636,21.561,0.03444627,98.03486,2.487627,321.6,164.1128,177.3313,0,35.63413,191.7687,33.53843,231.8627,204.2,206.5,0.9984217,34.02568,76.80344,41.39607
231,180.1748,355.025,392.6,352.92,359.118,393.522,373.029,388.404,384.774,395.952,404.091,400.47,28.77,384.978,384.498,384.072,385.038,165.6125,2.73756,84.89999,18.99215,73.89265,59050.2,22.99132,159.7522,21.05078,0.039048,83.1537,2.522225,308.43,146.9016,174.7,0,23.47616,179.97,33.55,217.4,191.3,193.17,0.992125,30.2284,69.8375,37.8954
222,242.5606,357.746,435.1,354.0432,359.22,393.8268,376.3764,393.5088,382.9896,393.96,401.9316,400.2252,32.577,385.3716,386.6724,385.2216,386.8836,210.375,2.753888,131.8113,20.94662,79.54414,70397.28,27.67371,211.1039,19.92825,0.0395712,90.57216,2.50945,317.4,140.6947,176.128,0,34.90483,197.428,34.687,238.528,201.1,204,0.93673,33.28464,69.42419,43.11758
233,249.7905,358.825,435.6,354.36,359.31,395.88,375.15,390.21,383.55,394.35,402.72,401.55,29.7,387.09,387.66,385.29,388.56,223.35,2.7488,145.5563,22.03965,83.8435,70554,29.0048,221.3305,20.2455,0.03684,92.0955,2.511,317.4,147.468,175.5,0.616,32.9792,191.5,33,232.9,204.2,206.6,0.99275,33.952,71.715,41.7989
229,269.8839,359.825,449.2,355.56,360.09,397.26,374.22,389.04,383.55,394.62,401.7,402.06,24.675,387.96,389.61,386.61,387.03,245.45,2.754,167.5555,24.021,85.644,71718,30.338,242.8831,19.908,0.04104,100.674,2.51875,322.4,152.82,176.2,0,33.36,192.6,35.735,235.7,207,208.9,1.00275,34.044,73.78,40.6445
228,269.3421,359.575,446.8,353.76,358.89,398.28,375.66,391.32,384.33,394.86,402.57,402.84,25.4,388.98,388.5,387.3,388.08,247.85,2.758,164.1593,23.9802,89.1735,73020,29.447,238.7713,20.403,0.03686,99.1095,2.51025,322.5,153.996,177.5,0,34.992,193.4,35.495,234.2,206.6,208.5,0.988125,33.98,70.85001,41.4252
229,260.7498,360.75,436.1,353.61,358.77,396.06,376.11,391.89,384.57,395.43,402.72,402.36,28.55,388.62,388.41,386.79,388.11,229.325,2.753,157.4565,22.0269,83.6745,69852,28.9366,231.2172,20.3265,0.0342,93.7545,2.47025,321.7,153.084,176.6,0,36.3872,193.6,35.03,235.1,205.2,207.4,0.98375,32.86,68.075,45.8837
228,259.1335,359.8,435.1,353.34,358.83,395.37,375.99,391.71,383.82,394.59,402.39,402.21,32.275,388.92,388.92,387.72,388.29,231.075,2.76,159.1116,21.02985,79.56,68280,27.379,233.3204,20.916,0.03176,93.471,2.5225,321.5,154.656,176.2,0,34.976,193.7,34.835,234.6,204.7,207.6,1,33.492,67.805,45.0549
234,261.8879,361.375,440.6,355.74,361.17,397.02,375.78,390.21,385.44,394.77,401.79,401.61,29.725,388.38,388.47,388.38,389.91,233.4,2.7586,155.5485,20.96355,88.491,69720,30.0806,238.1289,22.02975,0.03632,96.8835,2.473,321.1,150.672,176.3,0,37.8048,192,34.09,233.9,206.8,208.6,1.001375,34.676,77.785,43.6748
231,259.8558,360.575,441.4,355.35,360.75,395.64,377.79,392.88,386.4,395.97,403.11,401.73,36.35,388.62,389.1,388.53,390.03,231.35,2.7568,155.7869,21.00435,85.3645,69714,28.5142,234.959,21.39975,0.0341,97.13551,2.48025,321.3,149.028,175.2,0,34.9952,192.8,34.01,232.4,205.9,207.6,0.9925001,34.728,74.73,38.9647
230,260.4958,361.125,431.9,353.01,357.72,392.94,378.03,396.24,386.13,396.36,404.1,403.53,41.825,389.01,389.64,388.38,390.06,229.25,2.7602,155.1427,21.012,90.077,70842,31.0222,229.9318,21.64725,0.03588,99.3825,2.513,321.2,147.696,175.3,0,37.2224,191.5,33.085,232.5,207.2,208.7,1.0065,35.212,78.575,40.9701
229,260.4686,361.475,426.7,351.99,357.06,393.9,374.28,390.84,384,394.98,402.99,402.66,31.075,388.77,389.04,388.08,389.55,227.85,2.7576,157.9177,21.0528,87.81499,72000,30.4194,232.0295,22.05225,0.03696,100.275,2.4725,320.5,154.788,175.4,0,36.944,189.3,31.945,230.2,204.3,205.9,0.997625,35.404,77.215,42.143
225,260.9539,360.325,439.032,352.9896,357.9536,395.1396,374.0252,390.2164,382.7208,393.3996,400.5536,402.2968,28.543,388.9124,389.1856,387.9236,389.4804,227.9723,2.758187,159.8081,21.00024,90.08133,71885.44,30.3527,233.4229,21.68352,0.0365536,99.47925,2.51234,319.8,153.5589,171.1107,0,38.95658,188.6107,31.07027,228.2,201.8787,203.7,0.9969017,35.54533,76.22846,44.73941
225,259.5456,360.8,438.3,352.92,357.84,394.89,373.74,389.88,382.53,392.97,400.11,401.61,27.375,389.43,389.7,388.23,389.58,227.875,2.7598,154.69,20.8641,92.98901,72858,29.5394,237.5838,22.78575,0.03578,100.6425,2.5205,319,154.056,172.2,0,39.104,189.6,31.955,228,201.7,203.2,1.0015,36.56,74.52,45.695
225,249.5902,361.65,430.1,353.88,359.16,397.44,375.33,392.82,383.25,394.5,401.76,402.87,25.3,389.28,388.65,387.93,389.01,222.375,2.7566,148.1241,20.9508,91.6695,71298,31.8978,221.2014,22.33125,0.0378,100.359,2.48575,316.7,147.048,171.3,0,37.3728,188.6,34.13,229.3,202.6,203.7,0.999,35.752,83.075,38.3246
224.5,250.8287,361.175,431.6,353.55,358.41,396.48,375.66,393.21,383.04,394.32,402.06,403.11,26.6,389.37,388.92,387.78,388.92,219.7,2.761,143.0375,21.0069,91.702,70848,31.185,218.4806,22.59225,0.0358,97.4715,2.4705,316.1,147.624,171.1,0,37.5328,190.5,34.83,229.9,202.3,204.3,0.999625,35.752,81.415,39.9119
232,260.188,359.775,442,354,359.1,395.7,376.59,395.52,384.78,396.42,403.35,403.47,33.2,389.61,389.52,388.41,389.61,235.3,2.7588,151.5483,20.91255,90.5775,72054,30.9804,233.9931,22.42575,0.0361,98.3325,2.46775,319.7,152.964,171.4,0,37.4848,193.3,38.03,232.4,202.3,204.7,1.006,35.752,82.73,38.8796
230,260.3778,360.3283,446.6733,355.102,360.27,397.104,376.96,393.784,384.18,394.784,402.056,402.522,31.11666,390.108,389.906,388.644,389.898,233.5317,2.752573,153.1917,21.02237,88.87147,71410.4,30.83417,233.4872,21.59835,0.03540134,98.9037,2.522733,320.3,153.6592,172.0267,0,37.98485,194.5267,38.97367,232.2667,202.5,204.76,0.9995667,35.72267,85.824,36.10559
230,259.0838,362.775,434.1,355.23,360.15,396.45,377.97,394.41,384.3,394.02,401.37,402.57,36.15,390.54,391.08,389.73,390.66,235.8,2.7566,149.7332,21.0018,91.806,70908,30.987,233.3952,20.92275,0.035,95.571,2.47025,320.4,159.636,171.4,0,40.384,197.3,35.615,230.6,198.6,201.2,1.01,35.376,88.88,39.5271
230,259.4059,361.8,440.4,355.2,360.21,398.16,377.04,394.86,385.44,396.27,403.68,403.47,30.475,390.03,389.61,388.92,390.84,237.725,2.754,153.9244,20.9865,90.2915,72186,29.9772,235.0625,22.11075,0.0349,95.4975,2.47425,320.1,159.324,170.4,0,41.936,195.8,33.625,230.9,199.5,201.9,0.99475,35.4,88.49,38.8685
226,258.8949,361.675,442.1,355.02,359.73,395.7,376.89,393.15,385.8,395.52,402.96,403.92,36.7,390.87,390.27,389.52,391.5,235.5,2.7418,160.6276,22.0116,82.1405,71286,27.8014,234.1923,21.52575,0.0349,96.98849,2.4735,320.7,154.836,171.5,0,39.1072,192.9,32.68,230.1,201.1,202.4,0.9933751,34.824,90.585,37.6586
227,261.3385,362.45,442.5,355.41,360.66,397.95,377.22,392.82,385.92,395.64,402.33,403.17,30.6,391.23,390.96,390.45,392.28,235.05,2.7572,157.4069,22.10085,86.294,70860,30.9056,237.5762,21.31875,0.03312,94.3215,2.5185,322.1,159.852,172.5,0,40.3744,193.9,31.535,229.7,199.8,201.1,0.99075,34.044,88.14,39.072
226,261.9814,364.075,436.3,355.2,360.06,397.5,377.4,393.66,385.74,396.45,403.08,403.17,31.7,390.87,392.64,389.43,393.36,224.125,2.741,147.3729,22.0575,86.07301,73476,29.7638,237.5143,25.731,0.0369,103.005,2.51875,318.1,158.772,169.8,0.156,44.0672,191.9,32.465,228.8,198.9,199.5,0.994,34.104,91.915,44.3704
229,261.6805,362.525,442,354.36,359.34,395.94,377.64,395.04,385.89,396.99,404.55,403.86,34.025,390.63,390.84,389.16,392.01,217.65,2.7584,143.3499,21.96315,100.984,73566,31.0948,232.5303,25.5735,0.03812,103.572,2.515,316.5,158.364,171,0.08000001,45.4016,192.2,34.985,229.2,199.1,199.9,0.9966249,33.932,91.635,42.7942
224,260.994,361.8,441.7,354.96,359.7,395.31,376.77,393.51,384.63,395.67,403.59,403.02,36.075,390,390.33,389.25,391.23,218.125,2.7594,133.3142,21.9912,103.857,73596,31.4072,231.1534,26.1225,0.03994,103.698,2.47225,314.9,159.672,170.4,0,46.6688,191.7,35.935,227.8,196.8,197.4,0.999,33.552,91.695,42.2836
222,261.8681,362.725,439.4028,355.8691,360.54,396.002,378.5359,395.3949,385.5468,395.7849,403.14,402.571,36.7723,390.872,390.5731,389.4569,391.4959,221.4199,2.759651,143.0336,22.04446,101.7892,73830.98,32.9824,233.1118,25.191,0.04076,101.451,2.517,314.8,161.604,170.4,0.152,43.6384,190.9,35.95,228,196.1,196.7,1.0035,33.548,70.015,53.8498
